word1	word2	label	fold
trouser	geometry	False	val
vodka	privateer	False	val
message	occupation	False	val
phenomenon	polarization	False	val
vegetable	cabbage	False	val
bra	clothing	True	val
drummer	tree	False	val
fabric	sunshine	False	val
silo	tower	True	val
bead	decoration	False	val
felony	transgression	True	val
garment	eater	False	val
game	snooker	False	val
gym	facility	True	val
love	feeling	True	val
adult	instrument	False	val
care	radiotherapy	False	val
shellfish	solid	True	val
opium	narcotic	True	val
secret	information	True	val
buggy	vehicle	True	val
subtraction	calculation	True	val
railway	metro	False	val
deanery	house	True	val
registry	record	True	val
institution	produce	False	val
falcon	calculation	False	val
reindeer	animal	True	val
chemical	benzene	False	val
integer	rodent	False	val
mammal	bitterness	False	val
animal	kickoff	False	val
mollusc	animal	True	val
epistle	letter	True	val
serpent	animal	True	val
medium	invertebrate	False	val
bee	animal	True	val
clerk	worker	True	val
percussionist	performer	True	val
screwdriver	tool	True	val
baby	offspring	True	val
ware	fork	False	val
performer	comedian	False	val
dragonfly	insect	True	val
anaesthetist	professional	True	val
objectivity	trait	True	val
disability	hare	False	val
falsehood	flea	False	val
butcher	merchant	True	val
document	affidavit	False	val
note	vehicle	False	val
dog	kingfisher	False	val
sailor	oil	False	val
saxophonist	performer	True	val
meat	clown	False	val
bird	woman	False	val
wood	maple	False	val
trolley	soloist	False	val
science	alga	False	val
dwelling	housing	True	val
swine	humankind	False	val
goalkeeper	athlete	True	val
pollen	spore	True	val
jewel	invitation	False	val
thief	potato	False	val
enzymology	science	True	val
movie	documentary	False	val
animal	kestrel	False	val
illustration	milk	False	val
animal	panda	False	val
ferry	vehicle	True	val
conservatism	mesothelioma	False	val
animal	receptionist	False	val
benzodiazepine	drug	True	val
automobile	vehicle	True	val
adult	gent	False	val
bonnet	commodity	True	val
convention	meeting	True	val
digit	ix	False	val
cricketer	athlete	True	val
symptom	spasm	False	val
pigeon	vertebrate	True	val
jelly	food	True	val
hair	desire	False	val
bowling	clothing	False	val
enumeration	list	True	val
diabetes	corridor	False	val
parameter	concept	True	val
dancer	entertainer	True	val
bend	curve	True	val
equipment	princess	False	val
saying	slogan	False	val
knife	raven	False	val
ape	mammal	True	val
toast	food	True	val
alcohol	liqueur	False	val
inn	building	True	val
hardness	consistency	True	val
yearning	feeling	True	val
firm	organization	True	val
symbol	leaf	False	val
zebra	animal	True	val
rum	liquid	True	val
voice	sound	True	val
modifier	word	True	val
height	dimension	True	val
manor	archbishop	False	val
leader	rider	False	val
bureau	organization	True	val
payment	royalty	False	val
offspring	granddaughter	False	val
asp	invertebrate	False	val
athlete	filly	False	val
rain	phenomenon	True	val
strawberry	alcohol	False	val
receiver	equipment	True	val
value	teaching	False	val
chimpanzee	mammal	True	val
detective	policeman	True	val
psychoanalysis	cow	False	val
clown	fool	True	val
transformation	conversion	False	val
rum	drug	True	val
strut	walk	True	val
overpayment	therapist	False	val
editorial	prose	True	val
boat	reformer	False	val
butter	solid	True	val
invertebrate	science	False	val
president	leader	True	val
chemotherapy	rum	False	val
bike	gate	False	val
vicar	leader	True	val
hamlet	condominium	False	val
waitress	worker	True	val
convent	building	True	val
gent	playing	False	val
flea	parasite	True	val
potato	vegetable	True	val
limousine	workbook	False	val
courtroom	room	True	val
probate	document	True	val
motorbike	vehicle	True	val
music	reggae	False	val
protein	collagen	False	val
alcohol	psychology	False	val
bingo	fluid	False	val
greyhound	dog	True	val
algebra	science	True	val
fluorescence	sausage	False	val
playlist	list	True	val
protein	molecule	True	val
utensil	kettle	False	val
aromatherapy	therapy	True	val
vulture	fluid	False	val
liquor	beverage	True	val
dad	animal	False	val
standing	animal	False	val
vertebrate	mare	False	val
commodity	staple	False	val
jam	food	True	val
infant	relative	True	val
parapet	insect	False	val
scientist	dad	False	val
heterogeneity	discipline	False	val
cost	vegetable	False	val
forearm	merchant	False	val
batsman	athlete	True	val
phenomenon	mishap	False	val
tern	vertebrate	True	val
asylum	shelter	True	val
dove	animal	True	val
denim	clothing	True	val
milk	food	True	val
sport	garment	False	val
host	hostess	False	val
vehicle	frigate	False	val
toddler	child	True	val
earring	decoration	True	val
missile	weapon	True	val
cheese	food	True	val
phenomenon	traction	False	val
airman	sociology	False	val
swimming	sport	True	val
meningitis	illness	True	val
champagne	etching	False	val
stocking	bird	False	val
relative	parent	False	test
bird	entertainer	False	test
policeman	theft	False	test
occupation	pharmacy	False	test
telescope	instrument	True	test
dog	bulldog	False	test
nerve	tissue	True	test
excuse	physician	False	test
conversion	transformation	True	test
dormitory	building	True	test
apprehension	fear	True	test
geometry	emotion	False	test
handgun	chick	False	test
orange	solid	True	test
name	gent	False	test
racehorse	mammal	True	test
food	gun	False	test
race	contest	True	test
limousine	car	True	test
chick	smuggler	False	test
intestine	organ	True	test
crow	animal	True	test
beer	beverage	True	test
premier	representative	True	test
musket	rate	False	test
vintage	beverage	True	test
section	preamble	False	test
fillet	meat	True	test
dean	leader	True	test
traveler	performer	False	test
roster	list	True	test
highway	machine	False	test
chimpanzee	vertebrate	True	test
cellist	vehicle	False	test
instrument	motorcycle	False	test
food	reimbursement	False	test
dad	relative	True	test
vertex	point	True	test
opening	leak	False	test
tar	chemical	True	test
symbol	vehicle	False	test
occupation	vertebrate	False	test
organ	nipple	False	test
feeling	rum	False	test
performer	geek	False	test
jewelry	drummer	False	test
spasm	symptom	True	test
petroleum	oil	True	test
dynamite	explosive	True	test
organist	performer	True	test
vertebrate	panda	False	test
collection	parasite	False	test
reelection	ache	False	test
writer	communicator	True	test
vertebrate	puppy	False	test
vicar	suit	False	test
documentation	information	True	test
warship	vehicle	True	test
prefecture	district	True	test
spacecraft	equipment	True	test
fluid	rum	False	test
piper	illness	False	test
parody	caricature	True	test
dinosaur	vertebrate	True	test
rainwater	water	True	test
bird	snake	False	test
felony	panda	False	test
laptop	computer	True	test
geology	discipline	True	test
dioxide	military	False	test
symposium	meeting	True	test
physiotherapy	therapy	True	test
vertebrate	bat	False	test
motorist	driver	True	test
animosity	feeling	True	test
combustion	blaze	False	test
sandwich	food	True	test
meat	vertebrate	False	test
battleship	vehicle	True	test
overhead	cost	True	test
oxide	list	False	test
chilli	vegetable	True	test
knee	joint	True	test
helicopter	courthouse	False	test
chef	worker	True	test
competitiveness	screenwriter	False	test
typography	surface	False	test
platter	publication	False	test
science	neuroscience	False	test
priest	pocket	False	test
jewelry	freeware	False	test
discipline	psychotherapy	False	test
roofing	equipment	True	test
integer	twenty	False	test
chamber	enclosure	True	test
comic	performer	True	test
magazine	medium	True	test
herring	feeling	False	test
dentistry	piracy	False	test
spokeswoman	spokesperson	True	test
batsman	player	True	test
psychotherapy	discipline	True	test
pseudonym	dwelling	False	test
postman	worker	True	test
adult	tree	False	test
dog	mammal	True	test
commodity	stocking	False	test
pistol	athlete	False	test
mare	horse	True	test
lactose	writer	False	test
penguin	bird	True	test
invitation	text	True	test
alga	garment	False	test
snippet	feeling	False	test
sherry	liquid	True	test
liquid	progenitor	False	test
package	collection	True	test
feeling	love	False	test
discipline	logic	False	test
misfortune	calamity	False	test
athlete	swimmer	False	test
cancer	drummer	False	test
yellow	protein	False	test
publisher	firm	True	test
bourgeoisie	people	True	test
principle	idea	True	test
spaghetti	commodity	False	test
petroleum	chemical	True	test
psychoanalysis	work	True	test
penicillin	antibiotic	True	test
collagen	protein	True	test
animosity	emotion	True	test
house	building	True	test
era	pine	False	test
greyhound	animal	True	test
hall	passageway	True	test
progenitor	ancestor	True	test
bomber	airplane	True	test
golf	sport	True	test
phenomenon	gale	False	test
mariner	ruler	False	test
horse	animal	True	test
business	disease	False	test
biplane	ale	False	test
bluegrass	herb	True	test
neuroscience	discipline	True	test
ware	feeling	False	test
man	pronoun	False	test
animal	vial	False	test
whiskey	liquid	True	test
musician	piper	False	test
vertebrate	serpent	False	test
hamster	science	False	test
bottle	container	True	test
owl	bird	True	test
taste	sensation	True	test
kindergarten	institution	True	test
reelection	election	True	test
building	craftsman	False	test
toddler	lobster	False	test
penguin	animal	True	test
carcinoma	granny	False	test
encyclopedia	ale	False	test
document	covenant	False	test
book	fruit	False	test
dinner	meal	True	test
entertainer	warbler	False	test
invertebrate	ant	False	test
nipple	heterogeneity	False	test
professional	teacher	False	test
building	observatory	False	test
mammal	intranet	False	test
liquid	standing	False	test
gale	phenomenon	True	test
pseudonym	name	True	test
dryer	cottage	False	test
dish	integer	False	test
beverage	sherry	False	test
lingerie	underwear	True	test
entertainer	leg	False	test
cereal	herb	True	test
terrier	dog	True	test
lesbian	crowd	False	test
animal	hawk	False	test
lion	vertebrate	True	test
vertebrate	organization	False	test
sensation	fragrance	False	test
pew	glider	False	test
trumpeter	entertainer	True	test
walnut	seed	True	test
insect	fencing	False	test
larva	maggot	False	test
fluorescence	phenomenon	True	test
rucksack	bag	True	test
ointment	smallpox	False	test
organization	galley	False	test
foreman	superior	True	test
instrument	animal	False	test
binder	disease	False	test
uterus	organ	True	test
pram	vehicle	True	test
road	roadway	False	test
player	physiotherapy	False	test
adult	physician	False	test
reptile	business	False	test
columnist	journalist	True	test
supper	meal	True	test
gorilla	mammal	True	test
dioxide	oxide	True	test
ferret	carnivore	True	test
scourge	end	False	test
depth	roadway	False	test
football	fixture	False	test
copyright	right	True	test
lizard	reptile	True	test
snake	chemical	False	test
pair	set	True	test
leaf	petal	False	test
acoustics	discipline	True	test
tsunami	wave	True	test
uprising	conflict	True	test
workman	fruit	False	test
almond	tree	True	test
bead	jewelry	True	test
sensation	molecule	False	test
waterfowl	animal	True	test
theatre	building	True	test
electronics	science	True	test
clothing	denim	False	test
animal	lion	False	test
meal	reptile	False	test
lipid	molecule	True	test
beverage	liquid	True	test
turkey	employee	False	test
tumour	illness	True	test
beer	machine	False	test
bird	disorder	False	test
migration	organization	False	test
geometry	discipline	True	test
pope	leader	True	test
mesothelioma	illness	True	test
worker	furniture	False	test
kinsman	relative	True	test
camera	magistrate	False	test
engineering	occupation	True	test
sport	hymn	False	test
pesticide	cabbage	False	test
liqueur	beverage	True	test
vehicle	woman	False	test
biotechnology	discipline	True	test
rodent	mammal	True	test
record	wine	False	test
fairytale	narrative	True	test
gauge	instrument	True	test
bomber	aircraft	True	test
cockroach	insect	True	test
moratorium	valley	False	test
eating	consumption	True	test
ipod	system	True	test
horse	science	False	test
subcontractor	contractor	True	test
cool	temperature	True	test
building	castle	False	test
emigrant	migrant	True	test
vegetable	vehicle	False	test
descendent	housing	False	test
classroom	room	True	test
occupation	cleaning	False	test
vehicle	milk	False	test
covenant	document	True	test
beverage	list	False	test
bird	seabird	False	test
craftsman	professional	True	test
illness	tumour	False	test
seafood	carp	False	test
seminary	institution	True	test
berry	solid	True	test
football	hamlet	False	test
chamber	animal	False	test
bassist	musician	True	test
lemon	throne	False	test
spouse	relative	True	test
anorexia	fixture	False	test
sherry	cancer	False	test
undertaking	slalom	False	test
boulevard	thoroughfare	True	test
feeling	jealousy	False	test
church	fence	False	test
entertainer	biologist	False	test
gas	phenomenon	True	test
vertebrate	bear	False	test
shaving	cleaning	True	test
turbine	engine	True	test
system	military	False	test
monastery	housing	True	test
housing	guesthouse	False	test
monarch	ruler	True	test
brother	kinsman	True	test
preconception	belief	True	test
kestrel	hawk	True	test
beech	artillery	False	test
milk	fluid	True	test
complacency	feeling	True	test
polymer	oil	False	test
word	modifier	False	test
calculation	procedure	True	test
champagne	batsman	False	test
chemotherapy	care	True	test
cipher	message	True	test
physiology	calculation	False	test
fruit	pear	False	test
jigsaw	machine	True	test
disease	colt	False	test
observatory	building	True	test
petal	leaf	True	test
container	spoon	False	test
progenitor	mother	False	test
horseman	rider	True	test
equipment	attorney	False	test
hypnotherapy	treatment	True	test
importation	commerce	True	test
tyrant	ruler	True	test
information	surgeon	False	test
road	freeway	False	test
wife	spouse	True	test
dance	art	True	test
trumpeter	performer	True	test
keyboardist	performer	True	test
computer	laptop	False	test
misfortune	catastrophe	False	test
crusade	therapy	False	test
worker	postman	False	test
reservist	serviceman	True	test
screen	surface	True	test
jewel	gunboat	False	test
monastery	building	True	test
wolf	vertebrate	True	test
suburb	district	True	test
cockroach	alcohol	False	test
parrot	food	False	test
disease	animal	False	test
wader	bird	True	test
husband	relative	True	test
mater	turret	False	test
midwife	alcohol	False	test
cow	chocolate	False	test
cookie	solid	True	test
surface	screen	False	test
quartz	solid	True	test
platter	ware	True	test
leukaemia	cancer	True	test
eel	solid	True	test
road	highway	False	test
solid	ape	False	test
waterfowl	parent	False	test
militia	leader	False	test
mistress	woman	True	test
thesaurus	publication	True	test
washer	worker	True	test
entertainer	penguin	False	test
clubhouse	poem	False	test
icon	disease	False	test
instrument	royalty	False	test
environmentalist	entertainer	False	test
animal	waterfowl	False	test
perseverance	trait	True	test
maggot	muse	False	test
note	cockroach	False	test
dog	word	False	test
clergyman	vicar	False	test
penis	larva	False	test
father	progenitor	True	test
dove	people	False	test
orator	speaker	True	test
cosmology	relief	False	test
discipline	acoustics	False	test
thrill	emotion	True	test
brethren	organization	True	test
bird	woodpecker	False	test
commodity	car	False	test
ix	digit	True	test
dyke	vertebrate	False	test
sensation	information	False	test
ambassador	diplomat	True	test
information	disease	False	test
vehicle	trolley	False	test
chemical	rat	False	test
sherry	rodent	False	test
jigsaw	handgun	False	test
jean	garment	True	test
convent	dwelling	True	test
housewife	hawk	False	test
lupus	disease	True	test
enclosure	cage	False	test
memorandum	note	True	test
bird	turkey	False	test
insect	ant	False	test
leak	opening	True	test
heat	ticket	False	test
trait	folly	False	test
basketball	game	True	test
consistency	fly	False	test
security	indemnity	False	test
feeling	benzodiazepine	False	test
contest	final	False	test
end	inn	False	test
leprosy	kestrel	False	test
criminal	bird	False	test
ginger	herb	True	test
animal	organization	False	test
integer	ecstasy	False	test
vehicle	entertainer	False	test
fullback	baronetcy	False	test
dish	container	True	test
humanist	scholar	True	test
subcontractor	cassette	False	test
influenza	staple	False	test
ceremony	initiation	False	test
alley	thoroughfare	True	test
fabric	velvet	False	test
elite	people	True	test
tour	travel	True	test
eagle	bird	True	test
raven	vertebrate	True	test
therapy	building	False	test
housewife	woman	True	test
waterfowl	crystal	False	test
dealership	terrier	False	test
frustration	feeling	True	test
motorcycle	vehicle	True	test
castle	dwelling	True	test
deer	animal	True	test
geometry	science	True	test
charity	institution	True	test
mesothelioma	maker	False	test
chancellor	leader	True	test
sack	emotion	False	test
gladiator	combatant	True	test
velocity	rate	True	test
discussion	communication	True	test
bureau	leaf	False	test
keyboardist	cricket	False	test
traveler	owl	False	test
baritone	singer	True	test
artwork	integer	False	test
priory	tycoon	False	test
bee	invertebrate	True	test
geek	performer	True	test
relief	feeling	True	test
dragonfly	animal	True	test
statement	accusation	False	test
furniture	throne	False	test
knife	tool	True	test
melanoma	note	False	test
polymerase	treatment	False	test
hamlet	community	True	test
miner	arthritis	False	test
mammal	biochemistry	False	test
fear	ecologist	False	test
aircraft	astronomy	False	test
biplane	airplane	True	test
agreement	rector	False	test
tavern	building	True	test
candy	food	True	test
folly	tent	False	test
neurology	science	True	test
scourge	instrument	True	test
fiber	entertainer	False	test
sundial	instrument	True	test
ten	integer	True	test
osteoarthritis	arthritis	True	test
stepfather	ancestor	True	test
whiskey	dagger	False	test
ferry	boat	True	test
cottage	housing	True	test
enumeration	information	True	test
lingerie	remorse	False	test
panda	vertebrate	True	test
carp	seafood	True	test
occupation	professorship	False	test
psoriasis	illness	True	test
oncology	discipline	True	test
word	trait	False	test
animal	maggot	False	test
larva	caterpillar	False	test
caterpillar	aesthetic	False	test
stag	animal	True	test
feeling	resignation	False	test
directorate	organization	True	test
maple	wood	True	test
receptionist	worker	True	test
explanation	spore	False	test
rodent	hamster	False	test
freeware	software	True	test
note	memorandum	False	test
dealer	merchant	True	test
polygon	rectangle	False	test
gastropod	invertebrate	True	test
greyhound	symphony	False	test
pharmacy	discipline	True	test
vodka	alcohol	True	test
tissue	solution	False	test
school	gymnasium	False	test
antibody	molecule	True	test
bonnet	clothing	True	test
tomorrow	relative	False	test
wine	football	False	test
tool	fluid	False	test
beer	liquid	True	test
sailor	privateer	False	test
container	technician	False	test
bottle	throne	False	test
covenant	vehicle	False	test
artillery	armament	True	test
radius	fluid	False	test
typhoon	phenomenon	True	test
tanker	ship	True	test
yesterday	subcommittee	False	test
biochemistry	science	True	test
phenomenon	fluorescence	False	test
drug	hall	False	test
warbler	father	False	test
flu	disease	True	test
wage	payment	True	test
autobiography	record	True	test
slalom	contest	True	test
asp	reptile	True	test
people	bourgeoisie	False	test
pearl	jewelry	True	test
passion	feeling	True	test
tree	travel	False	test
chalet	building	True	test
manor	housing	True	test
aqueduct	conduit	True	test
curve	spiral	False	test
mesothelioma	cancer	True	test
player	quarterback	False	test
mesothelioma	ambassador	False	test
maggot	larva	True	test
chateau	dwelling	True	test
game	netball	False	test
chemical	food	False	test
pig	swine	True	test
kestrel	vertebrate	True	test
cosmology	discipline	True	test
sociologist	panda	False	test
carnivore	ferret	False	test
toast	bread	True	test
work	bird	False	test
food	sandwich	False	test
liquor	odyssey	False	test
pilgrimage	crew	False	test
hospital	building	True	test
kilt	monoclonal	False	test
folly	dealer	False	test
pilot	worker	True	test
disorder	laboratory	False	test
petal	neurology	False	test
educator	professional	True	test
volleyball	pc	False	test
tree	mango	False	test
grove	vegetation	True	test
animal	color	False	test
anger	feeling	True	test
clothing	karaoke	False	test
horse	vertebrate	True	test
prelate	clergyman	True	test
porter	worker	True	test
fielder	athlete	True	test
tower	turret	False	test
enzymology	biochemistry	True	test
feeling	envy	False	test
cocktail	alcohol	True	test
treatment	radiotherapy	False	test
inference	vehicle	False	test
horse	mammal	True	test
vehicle	warship	False	test
psychotherapy	dinner	False	test
liqueur	feeling	False	test
prefecture	musician	False	test
cook	worker	True	test
salmon	animal	True	test
psychoanalysis	therapy	True	test
discipline	pharmacy	False	test
commodity	sweater	False	test
goldfish	vertebrate	True	test
carnivore	dog	False	test
entertainer	comic	False	test
fluid	alcohol	False	test
vehicle	tank	False	test
fox	vertebrate	True	test
vessel	stick	False	test
adjective	document	False	test
honey	food	True	test
building	transaction	False	test
compassion	feeling	True	test
kestrel	netball	False	test
analogy	inference	True	test
discipline	housing	False	test
throne	chair	True	test
rainforest	vegetation	True	test
meeting	leader	False	test
official	grandmother	False	test
cannon	tree	False	test
compass	instrument	True	test
textbook	book	True	test
car	sedan	False	test
lecturer	adult	True	test
lemon	fruit	True	test
chapel	building	True	test
vehicle	duck	False	test
fox	animal	True	test
concerto	music	True	test
science	oncology	False	test
kindergarten	symbol	False	test
measles	illness	True	test
hockey	sport	True	test
science	pear	False	test
ink	fluid	True	test
compost	mixture	True	test
primate	priest	True	test
fragrance	leader	False	test
carbonate	worker	False	test
animal	python	False	test
clothing	shirt	False	test
mail	postcard	False	test
rector	leader	True	test
payment	solid	False	test
hydrocarbon	gasoline	False	test
hostel	lingerie	False	test
yoghurt	food	True	test
red	bird	False	test
leader	science	False	test
vintage	liquid	True	test
adult	anaesthetist	False	test
piracy	feeling	False	test
aircraft	insect	False	test
vertebrate	lion	False	test
caucus	gathering	True	test
boat	pontoon	False	test
postgraduate	student	True	test
illness	mesothelioma	False	test
science	dentistry	False	test
emotion	displeasure	False	test
dogma	doctrine	True	test
software	parser	False	test
rodent	hedgehog	False	test
privateer	sailor	True	test
mammal	rat	False	test
pathology	science	True	test
animal	bull	False	test
jigsaw	worker	False	test
organization	bureau	False	test
goat	mammal	True	test
performer	soprano	False	test
container	kettle	False	test
chamber	house	False	test
microbiology	biology	True	test
travel	algebra	False	test
ape	book	False	test
performer	vocalist	False	test
musician	road	False	test
gasoline	fuel	True	test
chick	seed	False	test
fruit	pizza	False	test
gun	crusade	False	test
commodity	geek	False	test
croquet	sport	True	test
spaghetti	forearm	False	test
relative	musician	False	test
affection	feeling	True	test
cockroach	invertebrate	True	test
boat	chair	False	test
leg	microorganism	False	test
depth	magnitude	True	test
cairn	symbol	True	test
post	rabbit	False	test
food	candy	False	test
throne	furniture	True	test
beverage	strut	False	test
equipment	sherry	False	test
dustbin	bin	True	test
dolphin	animal	True	test
temperament	trait	True	test
criminal	drone	False	test
seawater	water	True	test
alga	microorganism	True	test
word	emotion	False	test
declaration	statement	True	test
underside	boundary	True	test
turkey	bird	True	test
house	priory	False	test
peptide	chemical	True	test
greyhound	hound	True	test
gateway	entrance	True	test
joker	entertainer	True	test
librarian	document	False	test
whiskey	fluid	True	test
lymphoma	tumor	True	test
polymer	chemical	True	test
dog	annals	False	test
lingerie	garment	True	test
bounty	payment	True	test
foetus	vertebrate	True	test
hare	mammal	True	test
elephant	animal	True	test
title	text	True	test
hydrocarbon	statement	False	test
reggae	music	True	test
multiculturalism	doctrine	True	test
integer	animal	False	test
sunlight	light	True	test
kestrel	animal	True	test
meeting	orchid	False	test
insecticide	pesticide	True	test
hysteria	disorder	True	test
feeling	animosity	False	test
python	reptile	True	test
conduit	aqueduct	False	test
symphony	music	True	test
science	artery	False	test
rage	emotion	True	test
emotion	resentment	False	test
fingertip	tip	True	test
cassette	container	True	test
astronomy	science	True	test
casket	container	True	test
bear	mammal	True	test
porter	workman	True	test
bookmark	performer	False	test
performer	physiotherapy	False	test
communicator	cradle	False	test
food	spaghetti	False	test
grandparent	grandfather	False	test
tummy	tissue	True	test
commission	organization	True	test
psychiatry	clinician	False	test
solid	orange	False	test
melon	fruit	True	test
standing	ape	False	test
animal	magpie	False	test
eleven	integer	True	test
aspirin	drug	True	test
lion	animal	True	test
limousine	vehicle	True	test
rain	drizzle	False	test
rider	traveler	True	test
fuel	tumor	False	test
birthday	anniversary	True	test
porter	panic	False	test
scapegoat	temperament	False	test
athlete	spokeswoman	False	test
idea	value	False	test
airman	worker	True	test
cottage	house	True	test
integer	ten	False	test
value	idea	True	test
condominium	gymnasium	False	test
psychology	science	True	test
python	animal	True	test
bereavement	emotion	True	test
salmon	fish	True	test
plum	tree	True	test
lamb	animal	True	test
rhino	vertebrate	True	test
trolley	vehicle	True	test
produce	music	False	test
glider	aircraft	True	test
wolf	carnivore	True	test
gemstone	crystal	True	test
organ	animal	False	test
treatment	psychoanalysis	False	test
commodity	dryer	False	test
fork	ware	True	test
kestrel	liquor	False	test
orchid	flower	True	test
fish	shark	False	test
chocolate	food	True	test
machine	biochemistry	False	test
pig	science	False	test
bird	animal	True	test
bat	vertebrate	True	test
crab	illness	False	test
alderman	representative	True	test
discipline	anatomy	False	test
entertainer	piper	False	test
coach	trainer	True	test
professional	ruler	False	test
smuggler	criminal	True	test
organization	club	False	test
vicarage	building	True	test
instrument	radar	False	test
heat	armchair	False	test
underside	sensation	False	test
pony	mammal	True	test
dog	greyhound	False	test
sewer	conduit	True	test
computer	vertebrate	False	test
drug	benzodiazepine	False	test
preposition	word	True	test
aphid	invertebrate	True	test
toe	extremity	True	test
salesman	worker	True	test
dean	signal	False	test
rum	fluid	True	test
transaction	investing	False	test
journalist	columnist	False	test
theology	phenomenon	False	test
fluid	beverage	False	test
colt	male	True	test
auto	vehicle	True	test
meal	dinner	False	test
commodity	kilt	False	test
weapon	rifle	False	test
flour	food	True	test
science	employee	False	test
vicar	clergyman	True	test
shortcut	decoration	False	test
disease	worm	False	test
leukaemia	tumor	True	test
trait	temperament	False	test
jet	vehicle	True	test
nursing	work	True	test
asthma	illness	True	test
container	lamb	False	test
facility	chalet	False	test
fly	invertebrate	True	test
carbohydrate	cellulose	False	test
carbohydrate	molecule	True	test
panda	animal	True	test
feeling	military	False	test
artery	vessel	True	test
negation	statement	True	test
communicator	storyteller	False	test
competitiveness	dentistry	False	test
graveyard	site	True	test
electrician	worker	True	test
farmhouse	bargain	False	test
enzyme	chick	False	test
competitiveness	trait	True	test
immigration	migration	True	test
tank	vehicle	True	test
puppy	mammal	True	test
velocity	potato	False	test
traitor	criminal	True	test
hurricane	storm	True	test
woodpecker	covenant	False	test
coriander	herb	True	test
dagger	instrument	True	test
insect	animal	True	test
basket	container	True	test
sausage	crew	False	test
organization	church	False	test
logic	mammal	False	test
puppy	vertebrate	True	test
shirt	thoroughfare	False	test
soloist	performer	True	test
oncology	skating	False	test
miner	workman	True	test
pc	computer	True	test
worker	cook	False	test
eater	vegan	False	test
adrenaline	neurotransmitter	True	test
terrier	carnivore	True	test
mammal	cat	False	test
pancreas	coach	False	test
gorge	valley	True	test
alcohol	hotel	False	test
squid	solid	True	test
graft	tissue	True	test
resentment	emotion	True	test
vehicle	osteoarthritis	False	test
firearm	weapon	True	test
machine	pc	False	test
vicinity	area	True	test
teacher	professional	True	test
footbridge	bridge	True	test
physiotherapist	therapist	True	test
nanny	adult	True	test
cookbook	book	True	test
dart	projectile	True	test
shopkeeper	merchant	True	test
bacterium	microorganism	True	test
entertainer	trumpeter	False	test
alcohol	container	False	test
organization	department	False	test
coupe	pc	False	test
tip	end	True	test
vi	digit	True	test
phonology	science	True	test
payment	wage	False	test
governor	politician	True	test
phenomenon	compensation	False	test
playlist	bat	False	test
final	cotton	False	test
football	sport	True	test
box	container	True	test
disability	math	False	test
hostel	hotel	True	test
club	organization	True	test
symbol	cairn	False	test
competitiveness	tumor	False	test
freeway	district	False	test
relative	game	False	test
piper	musician	True	test
potato	food	True	test
diabetes	furniture	False	test
interoperability	height	False	test
wage	airplane	False	test
rodent	vole	False	test
leukemia	tumor	True	test
auto	trait	False	test
sulphate	chemical	True	test
investment	transaction	True	test
telecommunication	crime	False	test
terror	feeling	True	test
magnitude	radius	False	test
mischief	vandalism	False	test
floor	surface	True	test
maize	herb	True	test
enzyme	animal	False	test
tree	mangrove	False	test
animal	affidavit	False	test
disappointment	feeling	True	test
kingfisher	vertebrate	True	test
outpost	post	True	test
performer	drummer	False	test
whisky	fluid	True	test
privateer	mariner	True	test
maid	servant	True	test
regent	member	True	test
theology	greyhound	False	test
mummy	ancestor	True	test
cellist	entertainer	True	test
shark	assortment	False	test
organ	penis	False	test
