word1	word2	label	relation	fold
stove	object	True	hyper	test
goose	continuum	False	other	test
coyote	elephant	False	other	test
lime	fruit	True	hyper	test
commencement	hat	False	other	test
jet	window	False	other	test
pike	sword	False	other	test
jacket	cloak	False	other	test
spear	artefact	True	hyper	test
food	pear	False	other	test
stove	artefact	True	hyper	test
coyote	animal	True	hyper	test
pistol	device	True	hyper	test
generation	eagle	False	other	test
good	stereo	False	other	test
tuna	food	True	hyper	test
crow	penguin	False	other	test
pheasant	pakistani	False	other	test
whale	creature	True	hyper	test
clothing	glove	False	other	test
jar	object	True	hyper	test
dishwasher	appliance	True	hyper	test
artifact	hat	False	other	test
object	trumpet	False	other	test
sword	object	True	hyper	test
bag	accessory	True	hyper	test
kitchenware	spoon	False	other	test
cherry	produce	True	hyper	test
cannon	artifact	True	hyper	test
bag	luggage	True	hyper	test
bag	artefact	True	hyper	test
coyote	head	False	other	test
cottage	habitation	True	hyper	test
shirt	clothes	True	hyper	test
chair	dresser	False	other	test
cherry	grape	False	other	test
grapefruit	produce	True	hyper	test
frog	amphibian	True	hyper	test
wardrobe	artefact	True	hyper	test
pistol	initiative	False	other	test
frigate	vehicle	True	hyper	test
hotel	building	True	hyper	test
beak	vulture	False	other	test
herring	creature	True	hyper	test
revolver	object	True	hyper	test
castle	necessity	False	other	test
cow	hoof	False	other	test
fruit	lemon	False	other	test
pub	deity	False	other	test
bull	tail	False	other	test
coat	clothes	True	hyper	test
tanker	ferry	False	other	test
falcon	creature	True	hyper	test
assessor	giraffe	False	other	test
cannon	gun	True	hyper	test
antenna	stereo	False	other	test
guard	dagger	False	other	test
flower	birch	False	other	test
fish	goldfish	False	other	test
cat	creature	True	hyper	test
lion	dolphin	False	other	test
radio	artefact	True	hyper	test
artifact	screwdriver	False	other	test
fork	artifact	True	hyper	test
sword	magazine	False	other	test
back	coat	False	other	test
library	construction	True	hyper	test
lion	creature	True	hyper	test
ceiling	cottage	False	other	test
cello	parking	False	other	test
hornet	insect	True	hyper	test
carrot	food	True	hyper	test
washer	steel	False	other	test
cat	inception	False	other	test
saw	utensil	True	hyper	test
washer	appliance	True	hyper	test
beast	squirrel	False	other	test
fridge	test	False	other	test
coat	hem	False	other	test
scooter	artifact	True	hyper	test
knife	weapon	True	hyper	test
object	missile	False	other	test
rat	animal	True	hyper	test
screwdriver	tool	True	hyper	test
pig	counterpart	False	other	test
tightrope	hotel	False	other	test
windshield	bomber	False	other	test
construction	hotel	False	other	test
frigate	craft	True	hyper	test
jacket	scrutiny	False	other	test
tanker	ship	True	hyper	test
oven	import	False	other	test
saxophone	artifact	True	hyper	test
pistol	arm	True	hyper	test
tanker	artefact	True	hyper	test
holder	pistol	False	other	test
castle	fortification	True	hyper	test
body	moth	False	other	test
washer	commodity	True	hyper	test
lime	produce	True	hyper	test
grenade	arm	True	hyper	test
goose	creature	True	hyper	test
grasshopper	childhood	False	other	test
revolver	arm	True	hyper	test
lizard	animal	True	hyper	test
hammer	tool	True	hyper	test
moth	animal	True	hyper	test
penguin	creature	True	hyper	test
telephone	fridge	False	other	test
tuna	animal	True	hyper	test
beetle	insect	True	hyper	test
artillery	donkey	False	other	test
snake	beast	True	hyper	test
helicopter	artifact	True	hyper	test
jet	frigate	False	other	test
vulture	scavenger	True	hyper	test
revolver	bazooka	False	other	test
goose	waterfowl	True	hyper	test
leek	potato	False	other	test
creature	giraffe	False	other	test
creature	gorilla	False	other	test
library	building	True	hyper	test
cranberry	produce	True	hyper	test
cello	device	True	hyper	test
iron	spinach	False	other	test
leg	cockroach	False	other	test
grenade	glucose	False	other	test
trumpet	cyst	False	other	test
cottage	building	True	hyper	test
television	commodity	True	hyper	test
bottle	label	False	other	test
good	washer	False	other	test
bear	vertebrate	True	hyper	test
horse	circle	False	other	test
hammer	artifact	True	hyper	test
tuna	seafood	True	hyper	test
villa	accommodation	True	hyper	test
castle	house	True	hyper	test
skin	dolphin	False	other	test
bomb	arm	True	hyper	test
artefact	grenade	False	other	test
moth	grasshopper	False	other	test
rabbit	sheep	False	other	test
bird	owl	False	other	test
truck	transport	True	hyper	test
hatchet	lesson	False	other	test
motorcycle	vehicle	True	hyper	test
cow	animal	True	hyper	test
library	edifice	True	hyper	test
infiltration	deer	False	other	test
leaf	radish	False	other	test
guitar	instrument	True	hyper	test
commodity	sweater	False	other	test
cloak	clothing	True	hyper	test
beast	fox	False	other	test
castle	restaurant	False	other	test
artefact	bowl	False	other	test
salmon	animal	True	hyper	test
axe	artifact	True	hyper	test
button	blouse	False	other	test
fighter	airplane	True	hyper	test
beaver	eye	False	other	test
oven	good	True	hyper	test
outing	television	False	other	test
trout	vertebrate	True	hyper	test
dress	glove	False	other	test
vulture	goose	False	other	test
wrench	object	True	hyper	test
dolphin	animal	True	hyper	test
metal	ambulance	False	other	test
helicopter	ambulance	False	other	test
eye	cat	False	other	test
weapon	axe	False	other	test
bomb	thoroughfare	False	other	test
stocking	vest	False	other	test
tiger	jaw	False	other	test
eagle	vertebrate	True	hyper	test
rifle	artefact	True	hyper	test
stove	artifact	True	hyper	test
washer	dishwasher	False	other	test
rabbit	mammal	True	hyper	test
wood	hammer	False	other	test
turnip	food	True	hyper	test
penguin	seabird	True	hyper	test
goldfish	creature	True	hyper	test
knife	tableware	True	hyper	test
alligator	creature	True	hyper	test
trumpet	device	True	hyper	test
beaver	rodent	True	hyper	test
scarf	fabric	False	other	test
artifact	vest	False	other	test
cranberry	quarantine	False	other	test
vest	garment	True	hyper	test
volunteer	fighter	False	other	test
lettuce	bond	False	other	test
stool	chair	False	other	test
desk	furniture	True	hyper	test
coyote	beast	True	hyper	test
fighter	plane	True	hyper	test
taste	bomber	False	other	test
scarf	trouser	False	other	test
mammal	elephant	False	other	test
saw	tool	True	hyper	test
artifact	van	False	other	test
stocking	dress	False	other	test
castle	site	True	hyper	test
pistol	object	True	hyper	test
dove	vertebrate	True	hyper	test
apple	produce	True	hyper	test
cranberry	grapefruit	False	other	test
outside	hat	False	other	test
glove	apparel	True	hyper	test
trunk	car	False	other	test
bag	object	True	hyper	test
pistol	artefact	True	hyper	test
villa	dwelling	True	hyper	test
bed	furniture	True	hyper	test
sheep	beast	True	hyper	test
whale	tooth	False	other	test
cod	seafood	True	hyper	test
wrench	artefact	True	hyper	test
bottle	object	True	hyper	test
grasshopper	insect	True	hyper	test
spinach	cauliflower	False	other	test
beak	crow	False	other	test
radio	system	True	hyper	test
fork	turnkey	False	other	test
transport	train	False	other	test
ant	insect	True	hyper	test
deer	rabbit	False	other	test
fraction	scarf	False	other	test
bout	cello	False	other	test
londoner	herring	False	other	test
guitar	artifact	True	hyper	test
trouble	carp	False	other	test
plastic	fork	False	other	test
chair	scroll	False	other	test
squirrel	goat	False	other	test
lime	amazement	False	other	test
artifact	wrench	False	other	test
herb	parsley	False	other	test
inside	truck	False	other	test
box	artefact	True	hyper	test
helicopter	van	False	other	test
juice	cranberry	False	other	test
fridge	phone	False	other	test
vest	clothes	True	hyper	test
ambulance	artefact	True	hyper	test
beaver	mammal	True	hyper	test
motorcycle	sauce	False	other	test
frigate	raft	False	other	test
bull	mammal	True	hyper	test
animal	cockroach	False	other	test
cow	creature	True	hyper	test
vertebrate	vulture	False	other	test
fighter	lecturer	False	other	test
flute	artifact	True	hyper	test
glove	wear	True	hyper	test
animal	mackerel	False	other	test
freezer	device	True	hyper	test
television	artifact	True	hyper	test
cockroach	creature	True	hyper	test
fork	saw	False	other	test
head	cabbage	False	other	test
falcon	bird	True	hyper	test
airplane	jet	False	other	test
cabbage	diy	False	other	test
hat	covering	True	hyper	test
fruit	apple	False	other	test
pigeon	vertebrate	True	hyper	test
bear	fur	False	other	test
building	restaurant	False	other	test
knife	foreboding	False	other	test
predator	tiger	False	other	test
rat	cow	False	other	test
yacht	artefact	True	hyper	test
blouse	garment	True	hyper	test
onion	dresser	False	other	test
scarf	good	True	hyper	test
wear	scarf	False	other	test
cod	gender	False	other	test
restaurant	edifice	True	hyper	test
ambulance	transport	True	hyper	test
trumpet	artifact	True	hyper	test
coyote	mammal	True	hyper	test
motorcycle	transport	True	hyper	test
bird	vulture	False	other	test
frog	animal	True	hyper	test
villa	lodging	True	hyper	test
rabbit	herbivore	True	hyper	test
pig	mammal	True	hyper	test
bomber	transport	True	hyper	test
citrus	lime	False	other	test
garlic	hallway	False	other	test
vulture	creature	True	hyper	test
goat	antelope	False	other	test
glove	artifact	True	hyper	test
salmon	food	True	hyper	test
bus	conveyance	True	hyper	test
fleece	coat	False	other	test
barrel	shirt	False	other	test
toad	frog	False	other	test
bull	ruminant	True	hyper	test
transport	car	False	other	test
rodent	rat	False	other	test
chair	artefact	True	hyper	test
grapefruit	pineapple	False	other	test
goldfish	guitar	False	other	test
goat	vertebrate	True	hyper	test
frog	creature	True	hyper	test
carp	seafood	True	hyper	test
food	rabbit	False	other	test
horse	vertebrate	True	hyper	test
hatchet	utensil	True	hyper	test
wood	spoon	False	other	test
jet	vehicle	True	hyper	test
peach	produce	True	hyper	test
parsley	seasoning	True	hyper	test
scale	herring	False	other	test
tooth	rat	False	other	test
catfish	gill	False	other	test
pig	beast	True	hyper	test
bee	ant	False	other	test
rifle	gun	True	hyper	test
castle	structure	True	hyper	test
beetle	bug	True	hyper	test
chair	wardrobe	False	other	test
kalashnikov	rifle	False	other	test
couch	artefact	True	hyper	test
bear	cat	False	other	test
tiger	carnivore	True	hyper	test
robe	artefact	True	hyper	test
spoon	cutlery	True	hyper	test
bird	penguin	False	other	test
sheep	animal	True	hyper	test
pub	construction	True	hyper	test
dagger	missile	False	other	test
shirt	artifact	True	hyper	test
bottle	bag	False	other	test
ticket	stereo	False	other	test
trigger	cannon	False	other	test
mammal	donkey	False	other	test
tool	hatchet	False	other	test
launcher	axe	False	other	test
plum	gunman	False	other	test
fox	canine	True	hyper	test
gate	castle	False	other	test
leaf	parsley	False	other	test
glove	historian	False	other	test
phone	gadget	True	hyper	test
inside	dishwasher	False	other	test
robe	clothing	True	hyper	test
oil	motorcycle	False	other	test
glider	transport	True	hyper	test
dolphin	mammal	True	hyper	test
axe	clearance	False	other	test
revolver	gun	True	hyper	test
mosquito	cockroach	False	other	test
end	spear	False	other	test
tooth	snake	False	other	test
glove	good	True	hyper	test
scooter	transport	True	hyper	test
willow	tree	True	hyper	test
swan	overdraft	False	other	test
cat	mammal	True	hyper	test
jacket	glove	False	other	test
sparrow	football	False	other	test
goat	animal	True	hyper	test
food	beet	False	other	test
wardrobe	artifact	True	hyper	test
gorilla	animal	True	hyper	test
train	conveyance	True	hyper	test
leg	grasshopper	False	other	test
furnishing	wardrobe	False	other	test
violin	device	True	hyper	test
back	cloak	False	other	test
lime	food	True	hyper	test
trout	fish	True	hyper	test
catfish	food	True	hyper	test
dress	object	True	hyper	test
vest	covering	True	hyper	test
availability	dishwasher	False	other	test
falcon	vertebrate	True	hyper	test
beet	root	True	hyper	test
wrench	utensil	True	hyper	test
mammal	deer	False	other	test
bowl	container	True	hyper	test
glove	sweatshirt	False	other	test
bottle	artefact	True	hyper	test
ceiling	villa	False	other	test
turtle	reptile	True	hyper	test
ridge	sweater	False	other	test
hammer	fork	False	other	test
silk	vest	False	other	test
cottage	structure	True	hyper	test
scarf	artefact	True	hyper	test
ketchup	knife	False	other	test
eye	hawk	False	other	test
fleece	jacket	False	other	test
lemon	produce	True	hyper	test
blouse	good	True	hyper	test
van	crime	False	other	test
tiger	beast	True	hyper	test
pheasant	bird	True	hyper	test
fridge	commodity	True	hyper	test
herbivore	cow	False	other	test
parsley	food	True	hyper	test
wood	sofa	False	other	test
starch	potato	False	other	test
desk	beating	False	other	test
cathedral	site	True	hyper	test
pet	turtle	False	other	test
freezer	television	False	other	test
supply	freezer	False	other	test
grape	apricot	False	other	test
axe	spade	False	other	test
achiever	cannon	False	other	test
good	fridge	False	other	test
phone	artillery	False	other	test
robe	good	True	hyper	test
car	yacht	False	other	test
cello	artefact	True	hyper	test
alcohol	cottage	False	other	test
dress	shirt	False	other	test
vehicle	fighter	False	other	test
bed	sofa	False	other	test
desk	object	True	hyper	test
cloak	apparel	True	hyper	test
coconut	food	True	hyper	test
shovel	object	True	hyper	test
spade	tool	True	hyper	test
coat	artefact	True	hyper	test
mug	artifact	True	hyper	test
deer	creature	True	hyper	test
lock-up	spoon	False	other	test
hatchet	iron	False	other	test
overhaul	goat	False	other	test
foot	robin	False	other	test
poplar	plant	True	hyper	test
dolphin	cetacean	True	hyper	test
stereo	appliance	True	hyper	test
scarf	covering	True	hyper	test
pear	fruit	True	hyper	test
owl	predator	True	hyper	test
goat	ear	False	other	test
garlic	seasoning	True	hyper	test
deer	bullshit	False	other	test
mug	kitchenware	True	hyper	test
shirt	covering	True	hyper	test
dagger	spear	False	other	test
fruit	cherry	False	other	test
wrench	tool	True	hyper	test
sieve	frame	False	other	test
barrel	rifle	False	other	test
table	artefact	True	hyper	test
cloak	blouse	False	other	test
root	acacia	False	other	test
owl	raptor	True	hyper	test
cathedral	building	True	hyper	test
freight	sheep	False	other	test
bird	robin	False	other	test
robe	covering	True	hyper	test
cloak	clothes	True	hyper	test
vertebrate	beaver	False	other	test
van	vehicle	True	hyper	test
dishwasher	device	True	hyper	test
tiger	homeland	False	other	test
revolver	merchandising	False	other	test
cottage	dwelling	True	hyper	test
gun	arm	True	hyper	test
vulture	animal	True	hyper	test
van	conveyance	True	hyper	test
rabbit	creature	True	hyper	test
dove	animal	True	hyper	test
stereo	equipment	True	hyper	test
plume	pigeon	False	other	test
jacket	wear	True	hyper	test
beet	vegetable	True	hyper	test
robe	apparel	True	hyper	test
castle	housing	True	hyper	test
appliance	stove	False	other	test
gun	object	True	hyper	test
spoon	axe	False	other	test
metal	trumpet	False	other	test
steel	wrench	False	other	test
deer	beast	True	hyper	test
dishwasher	fridge	False	other	test
sword	artifact	True	hyper	test
beak	pheasant	False	other	test
birch	cypress	False	other	test
eagle	raptor	True	hyper	test
bomb	weapon	True	hyper	test
inn	villa	False	other	test
grapefruit	citrus	True	hyper	test
carrot	parsley	False	other	test
vertebrate	tiger	False	other	test
pig	skin	False	other	test
sweater	good	True	hyper	test
missile	artefact	True	hyper	test
table	artifact	True	hyper	test
vulture	owl	False	other	test
cottage	construction	True	hyper	test
turtle	animal	True	hyper	test
castle	habitation	True	hyper	test
glider	craft	True	hyper	test
cow	ruminant	True	hyper	test
box	mortality	False	other	test
cauliflower	produce	True	hyper	test
scarf	accessory	True	hyper	test
apricot	produce	True	hyper	test
creature	beetle	False	other	test
implementer	lion	False	other	test
salmon	head	False	other	test
grenade	weapon	True	hyper	test
blouse	clothing	True	hyper	test
cedar	sense	False	other	test
donkey	herbivore	True	hyper	test
gun	artifact	True	hyper	test
jar	cookie	False	other	test
bomber	fuel	False	other	test
animal	swan	False	other	test
jet	aeroplane	True	hyper	test
strawberry	alibi	False	other	test
pheasant	game	True	hyper	test
lizard	vertebrate	True	hyper	test
television	object	True	hyper	test
squirrel	animal	True	hyper	test
glove	clothes	True	hyper	test
glider	front	False	other	test
robe	artifact	True	hyper	test
mug	container	True	hyper	test
couch	snap	False	other	test
butterfly	creature	True	hyper	test
sparrow	animal	True	hyper	test
ferry	vehicle	True	hyper	test
turtle	vertebrate	True	hyper	test
freezer	plug	False	other	test
buffalo	cow	False	other	test
broccoli	food	True	hyper	test
dresser	furniture	True	hyper	test
dog	bear	False	other	test
spade	artefact	True	hyper	test
cannon	arm	True	hyper	test
gill	goldfish	False	other	test
van	artefact	True	hyper	test
piano	artifact	True	hyper	test
moth	insect	True	hyper	test
fighter	transport	True	hyper	test
cow	petition	False	other	test
maneuver	tiger	False	other	test
shirt	legend	False	other	test
glove	artefact	True	hyper	test
dress	clothing	True	hyper	test
cello	artifact	True	hyper	test
whale	donkey	False	other	test
hymn	helicopter	False	other	test
fox	predator	True	hyper	test
phone	washer	False	other	test
clothes	hat	False	other	test
ear	gorilla	False	other	test
gun	shotgun	False	other	test
trout	food	True	hyper	test
vegetable	garlic	False	other	test
bowl	object	True	hyper	test
grenade	device	True	hyper	test
sheep	herbivore	True	hyper	test
penguin	vertebrate	True	hyper	test
fighter	aeroplane	True	hyper	test
hatchet	pincer	False	other	test
pineapple	banana	False	other	test
paw	lion	False	other	test
scissors	hammer	False	other	test
spoon	head	False	other	test
jar	artefact	True	hyper	test
trumpet	instrument	True	hyper	test
grapefruit	re-assessment	False	other	test
respect	jar	False	other	test
glider	artefact	True	hyper	test
bowl	aim	False	other	test
vitamin	lemon	False	other	test
cloth	table	False	other	test
rabbit	audit	False	other	test
object	robe	False	other	test
grape	fruit	True	hyper	test
wasp	animal	True	hyper	test
construction	hospital	False	other	test
turtle	amphibian	True	hyper	test
hammer	utensil	True	hyper	test
revolver	artifact	True	hyper	test
radish	vegetable	True	hyper	test
turtle	beast	True	hyper	test
hilt	sword	False	other	test
salmon	goldfish	False	other	test
beaver	creature	True	hyper	test
problem	library	False	other	test
yacht	craft	True	hyper	test
engine	ferry	False	other	test
leg	ant	False	other	test
artefact	frigate	False	other	test
language	tuna	False	other	test
inflow	catfish	False	other	test
eagle	creature	True	hyper	test
cranberry	berry	True	hyper	test
pineapple	plan	False	other	test
owl	pigeon	False	other	test
plumage	goose	False	other	test
cow	beast	True	hyper	test
robe	hat	False	other	test
artifact	grenade	False	other	test
shirt	good	True	hyper	test
train	anything	False	other	test
grape	reef	False	other	test
roof	villa	False	other	test
vest	artefact	True	hyper	test
missile	warhead	False	other	test
rifle	hockey	False	other	test
stair	cathedral	False	other	test
pig	vertebrate	True	hyper	test
sieve	filter	True	hyper	test
object	rifle	False	other	test
hawk	woodpecker	False	other	test
dresser	artifact	True	hyper	test
bowl	kitchenware	True	hyper	test
kalashnikov	revolver	False	other	test
spoon	screwdriver	False	other	test
clothes	dresser	False	other	test
hawk	raptor	True	hyper	test
cabbage	food	True	hyper	test
grain	corn	False	other	test
helicopter	craft	True	hyper	test
flute	instrument	True	hyper	test
circumcision	bag	False	other	test
castle	home	True	hyper	test
tree	cedar	False	other	test
produce	grape	False	other	test
alligator	frog	False	other	test
couch	object	True	hyper	test
bulb	turnip	False	other	test
truck	artefact	True	hyper	test
logo	scarf	False	other	test
hat	artefact	True	hyper	test
ambulance	conveyance	True	hyper	test
spinach	cucumber	False	other	test
stove	device	True	hyper	test
stove	migraine	False	other	test
carp	vertebrate	True	hyper	test
hat	italian	False	other	test
revolver	steel	False	other	test
wrench	croatia	False	other	test
artifact	violin	False	other	test
deer	bear	False	other	test
bottom	guitar	False	other	test
washer	refrigerator	False	other	test
turnip	root	True	hyper	test
robe	garment	True	hyper	test
pheasant	creature	True	hyper	test
yacht	artifact	True	hyper	test
giraffe	vertebrate	True	hyper	test
food	lettuce	False	other	test
silk	blouse	False	other	test
metal	bus	False	other	test
sweater	clothing	True	hyper	test
dress	artifact	True	hyper	test
coat	covering	True	hyper	test
whale	trout	False	other	test
castle	edifice	True	hyper	test
truck	vehicle	True	hyper	test
microphone	bottle	False	other	test
canine	coyote	False	other	test
pub	institution	True	hyper	test
object	axe	False	other	test
jacket	garment	True	hyper	test
food	onion	False	other	test
helicopter	artefact	True	hyper	test
pub	edifice	True	hyper	test
spoon	object	True	hyper	test
battleship	vessel	True	hyper	test
ship	battleship	False	other	test
battleship	glider	False	other	test
ruminant	goat	False	other	test
fork	utensil	True	hyper	test
carrot	root	True	hyper	test
coat	clothing	True	hyper	test
elephant	creature	True	hyper	test
phone	good	True	hyper	test
hotel	pub	False	other	test
dove	bounce	False	other	test
lion	carnivore	True	hyper	test
artefact	cannon	False	other	test
cucumber	food	True	hyper	test
dress	wear	True	hyper	test
revolver	weapon	True	hyper	test
wizard	spear	False	other	test
glider	aircraft	True	hyper	test
tree	poplar	False	other	test
parsley	produce	True	hyper	test
snake	animal	True	hyper	test
cherry	food	True	hyper	test
salary	turtle	False	other	test
chair	table	False	other	test
fork	tooth	False	other	test
phone	system	True	hyper	test
bomber	setting	False	other	test
fish	carp	False	other	test
vertebrate	coyote	False	other	test
antenna	wasp	False	other	test
train	vehicle	True	hyper	test
trumpet	artefact	True	hyper	test
saw	herat	False	other	test
bed	artifact	True	hyper	test
butterfly	affidavit	False	other	test
washer	device	True	hyper	test
sieve	artifact	True	hyper	test
fish	herring	False	other	test
shirt	garment	True	hyper	test
sweater	garment	True	hyper	test
commodity	hat	False	other	test
freezer	artifact	True	hyper	test
rabbit	squirrel	False	other	test
vest	commodity	True	hyper	test
deer	herbivore	True	hyper	test
