word1	word2	label	fold
vanguard	journalism	False	val
olivais	portugal	False	val
lady	disco	False	val
primate	mammal	False	val
ornithocephalus	genus	False	val
gizo	israel	False	val
play	quarter	False	val
littlehampton	arun	False	val
chara	tokyo	False	val
magnitude	amplitude	False	val
bleeding	trauma	True	val
communion	denomination	True	val
diablerets	switzerland	False	val
talgar	kazakhstan	False	val
shiloh	illinois	False	val
poet	butler	False	val
percy	france	False	val
blic	serbia	False	val
ahangaran	iran	False	val
asean	laos	False	val
nkwanta	district	True	val
guernsey	city	True	val
konstantinos	person	True	val
regin	fafnir	False	val
norwich	england	False	val
chester	town	True	val
vampyres	film	True	val
opposition	resistance	True	val
town	lafayette	False	val
imphal	manipur	False	val
patrik	patrick	False	val
saint	andrew	False	val
slatina	negotin	False	val
force	momentum	False	val
atworth	wiltshire	False	val
livonia	genus	False	val
lifesong	single	True	val
epigram	genre	True	val
vaucluse	france	False	val
autonomous	autonomy	False	val
chief	person	True	val
halychyna	galicia	False	val
ravulapalem	india	False	val
montalto	mountain	True	val
przygodzice	poland	False	val
cajundome	louisiana	False	val
bratsigovo	town	True	val
unit	chairman	False	val
abadiye	bilecik	False	val
crystal	stone	False	val
brightlingsea	essex	False	val
renditions	album	True	val
sarah	wife	True	val
stavros	greece	False	val
ultimatum	demand	True	val
regonda	india	False	val
cycle	album	True	val
kanroku	kosai	False	val
ristantia	genus	False	val
haukipudas	finland	False	val
celithemis	pennants	False	val
jaws	shark	False	val
jagadish	actor	False	val
llandow	wales	False	val
voll	norway	False	val
durvillaea	genus	False	val
kdnn	honolulu	False	val
arms	weapon	False	val
corona	town	True	val
reconstruction	film	True	val
manasariyathe	mohanlal	False	val
khalaj	village	True	val
woodstock	oxfordshire	False	val
zaman	album	True	val
periodontics	periodontology	False	val
balalaika	film	True	val
bison	animal	False	val
equipment	materiel	False	val
karlino	poland	False	val
kerkrade	heerlen	False	val
fadak	iran	False	val
rheinau	switzerland	False	val
gaga'emauga	samoa	False	val
alamudun	kyrgyzstan	False	val
lamar	texas	False	val
bagli	bagler	False	val
scar	english	False	val
colony	film	True	val
namco	japan	False	val
wegeleben	germany	False	val
home	highway	False	val
asali	damascus	False	val
sleeper	episode	True	val
gold	parsing	False	val
diamond	white	False	val
teme	severn	False	val
patricia	world	False	val
hampshire	winchester	False	val
lesbos	island	True	val
guarulhos	brazil	False	val
zeuxis	painter	False	val
sadequain	karachi	False	val
manantali	mali	False	val
alewife	massachusetts	False	val
maharashtra	marathi	False	val
fame	london	False	val
sowton	village	True	val
mehldau	jazz	False	val
aitutaki	island	True	val
rage	novel	False	val
mitosis	cytokinesis	False	val
hokksund	norway	False	val
hornaing	france	False	val
amaryllidoideae	amaryllidaceae	False	val
revoz	renault	False	val
bramsche	germany	False	val
apostle	epistle	False	val
moabit	germany	False	val
gonatodes	genus	False	val
microsystems	magazine	True	val
scincella	genus	False	val
keene	city	True	val
page	profession	True	val
legua	league	False	val
panic	mxpx	False	val
assay	test	True	val
sejanus	rome	False	val
saiha	mizoram	False	val
idahlu	iran	False	val
ifrane	morocco	False	val
rostherne	cheshire	False	val
saga	city	True	val
aisle	area	True	val
bloxwich	town	True	val
quahog	clam	True	val
merrimack	river	True	val
golubovci	podgorica	False	val
zarqa	jordan	False	val
gaujacq	landes	False	val
koskela	helsinki	False	val
champagnole	france	False	val
sebalter	switzerland	False	val
viacom	network	False	val
paris	ontario	False	val
butaleja	uganda	False	val
levittown	pennsylvania	False	val
ancharakandy	kerala	False	val
aphrodite	female	False	val
gyzylgaya	turkmenistan	False	val
mysterium	album	True	val
stanwell	village	True	val
thomisus	thomisidae	False	val
crusoe	film	True	val
berlin	jazz	False	val
tron	hacker	False	val
clockwatchers	film	True	val
live	cologne	False	val
baicheng	jilin	False	val
scalawag	film	True	val
swimming	fina	False	val
sintgaing	mandalay	False	val
padiham	england	False	val
domagnano	faetano	False	val
windgap	pittsburgh	False	val
xiphorhynchus	bird	False	val
swadlincote	derbyshire	False	val
tricula	genus	False	val
chile	spanish	False	val
montbrison	loire	False	val
broadside	english	False	val
inferno	film	True	val
samba	pagode	False	val
district	organization	True	val
moreton	town	True	val
mullazai	pakistan	False	val
bentley	alberta	False	val
bruno	canada	False	val
city	arnhem	False	val
lisieux	france	False	val
daas	anthony	False	val
negro	place	True	val
somberek	hungary	False	val
purdiaea	genus	False	val
actuality	reality	False	val
technigraphics	company	True	val
bardejov	slovakia	False	val
kermes	species	True	val
faiyum	egypt	False	val
airplane	album	True	val
improvement	condition	True	val
filleigh	devon	False	val
ferron	songwriter	False	val
kiko	album	True	val
qiniq	nunavut	False	val
tess	guitar	False	val
chippewa	place	True	val
ship	derelict	False	val
croatians	place	True	val
quercus	organization	True	val
dunhampstead	village	True	val
chesterfield	derbyshire	False	val
salute	guns	False	val
dawei	myanmar	False	val
aguiluz	mulawin	False	val
dysi	iloilo	False	val
jetties	jetty	False	val
pest	london	False	val
mamers	sarthe	False	val
organist	purcell	False	val
giraumont	france	False	val
pulimamidi	india	False	val
coluche	actor	False	val
eisenia	kelp	False	val
wmbs	pennsylvania	False	val
vikedal	vindafjord	False	val
sylvester	film	True	val
wombwell	england	False	val
kruopiai	lithuania	False	val
lenvik	troms	False	val
tacna	tarata	False	val
ironbridge	england	False	val
kaadu	film	True	val
eragon	book	True	val
waymart	pennsylvania	False	val
blantyre	malawi	False	val
flame	malware	True	val
ullensvang	hordaland	False	val
coffy	blaxploitation	False	val
shantou	guangdong	False	val
simmineh	iran	False	val
history	antiquity	False	val
progesterone	pill	False	val
smyer	texas	False	val
novoslobodskaya	moscow	False	val
crosscurrent	album	True	val
hasliberg	switzerland	False	val
interpretation	quarterly	False	val
rana	film	True	val
sihui	guangdong	False	val
lucieni	romania	False	val
women	calgary	False	val
serbia	kosovo	False	val
barstow	california	False	val
grassmannian	scheme	True	val
fuel	propane	False	val
sengkang	singapore	False	val
southsea	hampshire	False	val
matter	substance	False	val
panulirus	genus	False	val
wormwood	book	True	val
dipjol	actor	False	val
balrampur	india	False	val
yvette	france	False	val
silk	novel	False	val
future	singing	False	val
bikam	perak	False	val
vips	film	True	val
chamois	rupicapra	False	val
lechlade	town	True	val
eastenders	london	False	val
anekal	india	False	val
aram	place	True	val
dalbello	toronto	False	val
person	album	True	val
furuvik	sweden	False	val
wall	pier	False	val
niphogeton	plant	False	val
quzan	iran	False	val
emery	agent	True	val
phamaly	theatre	False	val
marketing	canada	False	val
flash	person	True	val
maibara	japan	False	val
rydal	sweden	False	val
metaporana	plant	False	val
funplex	album	True	val
reunion	album	True	val
clumsy	album	True	val
orpheus	male	False	val
foulridge	lancashire	False	val
fota	genus	False	val
espinosa	president	False	val
hecuba	priam	False	val
varstu	estonia	False	val
camp	film	True	val
equinox	jazz	False	val
sheepstor	devon	False	val
failsworth	england	False	val
vietnam	president	False	val
naweeha	album	True	val
providence	city	True	val
montreal	cinw	False	val
campylorhamphus	scythebills	False	val
adoption	film	True	val
moncey	doubs	False	val
scalesia	plant	False	val
palladio	architect	True	val
gevelsberg	schwelm	False	val
tehran	film	True	val
huntsville	alabama	False	val
fenugreek	plant	False	val
yellowknife	canada	False	val
building	seoul	False	val
concentration	dilution	False	val
commissary	store	True	val
bexley	england	False	val
ditylenchus	nematode	False	val
varsseveld	netherlands	False	val
wpen	philadelphia	False	val
lucknow	india	False	val
srinivas	composer	False	val
gendernauts	film	True	val
dither	album	True	val
philomena	saint	False	val
augustus	livia	False	val
jennings	work	True	val
pringles	potato	False	val
ferreira	spain	False	val
bizovac	croatia	False	val
wheel	roller	False	val
port	norfolk	False	val
ukraine	sevastopol	False	val
govanhill	glasgow	False	val
calycopeplus	genus	False	val
marquette	france	False	val
badra	india	False	val
vapor	company	True	val
support	activity	True	val
puteaux	france	False	val
matese	campania	False	val
horsmonden	kent	False	val
pompey	alexandria	False	val
saragossa	genus	False	val
coly	france	False	val
para	india	False	val
irsee	bavaria	False	val
lymantriidae	noctuidae	False	val
property	weakness	False	val
tiffany	singer	False	val
tank	china	False	val
lynas	malaysia	False	val
christine	french	False	val
markfield	village	True	val
hapaline	genus	False	val
missoula	place	True	val
assassin	agent	True	val
kenzingen	germany	False	val
romeo	film	True	val
canewdon	essex	False	val
llangwm	monmouthshire	False	val
audience	agent	True	val
pentacrest	iowa	False	val
tilbury	essex	False	val
machrihanish	village	True	val
chamb	germany	False	val
labor	childbirth	False	val
gori	city	True	val
marcham	oxfordshire	False	val
ingelmunster	belgium	False	val
hodeida	yemen	False	val
hemigrammocapoeta	cyprinidae	False	val
achna	cyprus	False	val
dhol	film	True	val
mike	agent	True	val
dusk	michelangelo	False	val
migration	event	True	val
midnighter	apollo	False	val
lohmen	germany	False	val
mosfilm	russia	False	val
turkdean	gloucestershire	False	val
dimension	thickness	False	val
white	writer	True	val
polypremum	genus	False	val
buraan	sanaag	False	val
hanwell	england	False	val
videopolis	dance	False	val
wras	atlanta	False	val
polali	village	True	val
neckarbischofsheim	germany	False	val
tuscarora	iroquois	True	val
wave	frequency	False	val
jail	malayalam	False	val
turnstiles	album	True	val
torricelli	physicist	True	val
city	jacksonville	False	val
proposal	genre	True	val
dreamlovers	album	True	val
tingda	sikkim	False	val
control	valve	False	val
county	leicestershire	False	val
caribbean	english	False	val
casasola	spain	False	val
bruno	carentino	False	val
speedway	indiana	False	val
hultsfred	sweden	False	val
bartenstein	bartoszyce	False	val
zoophilia	paraphilia	True	val
naga	philippines	False	val
ardez	lavin	False	val
ariadne	minos	False	val
nahariya	city	True	val
mitsumame	anmitsu	False	val
dendrothrix	genus	False	val
beriev	aircraft	False	val
salina	kansas	False	val
navesti	village	True	val
bandipur	nepal	False	val
character	trilby	False	val
parihar	india	False	val
electronics	physics	True	val
ludu	romania	False	val
myza	bird	False	val
placentia	piacenza	False	val
bikol	bicol	False	val
oxalis	oxalidaceae	False	val
winchelsea	england	False	val
ballan	australia	False	val
celosia	genus	False	val
mnek	remix	False	val
heimwehr	austria	False	val
cophixalus	frog	False	val
wonersh	village	True	val
bandage	film	True	val
basapattana	village	True	val
decocker	safety	False	val
loop	texas	False	val
stettfeld	bavaria	False	val
laelaps	genus	False	val
sedum	plant	False	val
earthquake	shake	False	val
sandvik	engineering	False	val
smith	lock	False	val
mirbelia	plant	False	val
hanoi	vietnam	False	val
tropidophorus	skink	False	val
river	ping	False	val
hanau	germany	False	val
dizzy	gold	False	val
poydras	louisiana	False	val
yuyao	zhejiang	False	val
electrelane	band	True	val
code	sweden	False	val
payment	subscription	False	val
pelisse	mare	False	val
improvement	restoration	False	val
absolution	revenge	False	val
agrochola	genus	False	val
westend	frankfurt	False	val
khoy	iran	False	val
utamaro	artist	True	val
fatah	ramallah	False	val
gulczewko	poland	False	val
shahbad	haryana	False	val
iole	bulbul	False	val
quantum	book	True	val
bunnie	rabbit	False	val
spiroplasma	mollicutes	False	val
meteor	ship	True	val
nord	settlement	True	val
holbeck	yorkshire	False	val
oschersleben	germany	False	val
movement	disturbance	False	val
chepauk	chennai	False	val
kottiyoor	kerala	False	val
chandralekha	malayalam	False	val
krish	india	False	val
by:larm	oslo	False	val
seekers	work	True	val
giambologna	florence	False	val
behabad	iran	False	val
nova	spain	False	val
filiates	greece	False	val
cycnidolon	beetle	False	val
elops	ladyfish	False	val
zimmerwald	switzerland	False	val
pitbull	kesha	False	val
nissan	datsun	False	val
levelland	texas	False	val
barbados	caribbean	False	val
syria	aleppo	False	val
legazpi	philippines	False	val
osmangazi	bursa	False	val
melt	album	True	val
california	ship	True	val
swim	work	True	val
brachiosaurus	brachiosauridae	False	val
blacasset	troubadour	False	val
painter	agent	True	val
crossville	illinois	False	val
westerleigh	village	True	val
hoist	album	True	val
shanti	hindi	False	val
boot	spur	False	val
midland	side	False	val
kunlon	burma	False	val
broadcast	simulcast	False	val
m-217	road	True	val
dabur	india	False	val
dullin	france	False	val
jrarat	armenia	False	val
veysonnaz	switzerland	False	val
helsinki	helsingfors	False	val
orthonevra	hoverfly	False	val
xyletobius	anobiidae	False	val
james	saint	False	val
manucodia	manucode	False	val
chandirani	film	True	val
zaker	iran	False	val
modality	mode	False	val
film	yugoslavia	False	val
roar	english	False	val
merderet	normandy	False	val
scarlet	artist	True	val
judea	place	True	val
nanuza	genus	False	val
vibration	resonance	False	val
codex	book	True	val
kirari	album	True	val
lapland	norway	False	val
mandel	germany	False	val
behrens	architect	True	val
dadar	mumbai	False	val
keystone	city	True	val
dealu	romania	False	val
isotelus	trilobite	False	val
pachomius	genus	False	val
comedian	performer	True	val
badi	india	False	val
attra	melbourne	False	val
tantamani	king	False	val
fifth	london	False	val
girls	organisation	True	val
hood	cowl	False	val
renaud	guitar	False	val
cenacle	jerusalem	False	val
columbine	album	True	val
lumiton	company	True	val
onychopterella	eurypteridae	False	val
perception	figure	False	val
marshall	town	True	val
platymantis	ceratobatrachidae	False	val
marathon	software	True	val
bull	center	True	val
jurm	film	True	val
princeville	canada	False	val
angola	president	False	val
manitoba	saskatchewan	False	val
herihor	priest	False	val
seiffen	erzgebirgskreis	False	val
lussat	creuse	False	val
jajarkot	nepal	False	val
ramjin	iran	False	val
sipadan	island	True	val
oxford	town	True	val
sauce	recipe	True	val
fantafestival	rome	False	val
incognito	film	True	val
ktil	kmbd	False	val
summit	maryland	False	val
vavakkad	kerala	False	val
chernyshevskoye	russia	False	val
airship	gondola	False	val
kriftel	germany	False	val
balussery	india	False	val
alberta	saskatchewan	False	val
puriton	village	True	val
recording	video	False	val
collection	combination	False	val
falvy	somme	False	val
factor	california	False	val
system	industry	False	val
kick	france	False	val
bonosus	bishop	False	val
albertville	saskatchewan	False	val
kremenchuk	city	True	val
titograd	podgorica	False	val
teal	sydney	False	val
jahorina	pale	False	val
kashantu	village	True	val
sparta	gerousia	False	val
skincare	cosmetics	False	val
acht	germany	False	val
nakasero	kampala	False	val
crazy	netherlands	False	val
leucozona	genus	False	val
nina	philippines	False	val
tulak	iran	False	val
bautzen	spacewatch	False	val
winschoten	oldambt	False	val
garforth	england	False	val
capital	sofia	False	val
duggondi	india	False	val
writer	journalist	False	val
ioanella	frazione	True	val
bayan	mongolia	False	val
constellation	bootes	False	val
marga	romania	False	val
quzhou	zhejiang	False	val
risk	terminaator	False	val
radhi	mauritania	False	val
chlamydiae	bacteria	False	val
ctesiphon	iraq	False	val
quzlujeh	iran	False	val
guthrie	plantation	False	val
geckonia	genus	False	val
montgomery	sahiwal	False	val
motives	english	False	val
kameoka	japan	False	val
pazar	turkey	False	val
pescara	chieti	False	val
ottenbach	switzerland	False	val
coevorden	drenthe	False	val
sepulchre	tomb	False	val
palupera	estonia	False	val
siricius	rome	False	val
guindy	chennai	False	val
amount	gain	False	val
nero	company	True	val
octopodidae	octopus	False	val
sienna	siena	False	val
salem	artist	True	val
khatamabad	iran	False	val
dzerzhynsk	ukraine	False	val
cassarate	river	True	val
zantedeschia	genus	False	val
lichtenstein	germany	False	val
ladki	hindi	False	val
worcestershire	england	False	val
praetorians	album	True	val
title	credit	False	val
westenhanger	kent	False	val
passport	visa	False	val
countdown	canada	False	val
tillsonburg	canada	False	val
cliponville	france	False	val
athletics	skating	False	val
skippack	pennsylvania	False	val
savio	italy	False	val
towelhead	film	True	val
river	yazoo	False	val
parvarish	film	True	val
city	split	False	val
mutsamudu	comoros	False	val
ironbridge	shropshire	False	val
clawfinger	band	True	val
saxony	leipzig	False	val
kempen	germany	False	val
beersel	belgium	False	val
indre	loire	False	val
heizei	japan	False	val
renaissance	english	False	val
shamokin	city	True	val
typicon	typikon	False	val
valaam	island	True	val
basen	armenia	False	val
planctomycetes	bacteria	False	val
starfruit	carambola	False	val
vanves	france	False	val
meybod	iran	False	val
kamagra	sildenafil	False	val
juhu	india	False	val
morpeth	town	True	val
malo	island	True	val
frog	album	True	val
gandria	lugano	False	val
khnl	hawaii	False	val
polohy	ukraine	False	val
alipurduar	india	False	val
podhum	croatia	False	val
thebleedingalarm	band	True	val
iunyt	esna	False	val
home	england	False	val
qeytul	iran	False	val
goodlow	city	True	val
gislebertus	sculptor	False	val
harper	city	True	val
luna	verdena	False	val
dracula	malayalam	False	val
liiva	estonia	False	val
kuew	kued	False	val
berlin	village	True	val
kakumia	lycaenidae	False	val
york	guitarist	False	val
krestovsky	ushkovsky	False	val
holsworthy	town	True	val
kyogle	australia	False	val
yangzhou	china	False	val
eryngium	plant	False	val
mushtifund	school	True	val
rawtenstall	lancashire	False	val
lockerbie	dumfries	False	val
satellite	species	False	val
khemisti	algeria	False	val
manning	alberta	False	val
oct.	october	False	val
holt	tvedestrand	False	val
macheng	hubei	False	val
stilt	bird	False	val
sally	chicago	False	val
anthia	anthiinae	False	val
duchies	duchy	False	val
nehzatabad	iran	False	val
denier	france	False	val
lexico	reference.com	False	val
jaipur	rajasthan	False	val
sripadaraya	sripadaraja	False	val
serrinha	bahia	False	val
lohithaswa	actor	False	val
kileh	iran	False	val
maldives	asia	False	val
shortstop	infielder	True	val
worcester	city	True	val
solano	california	False	val
ashworth	company	True	val
thunderstruck	film	True	val
contact	pole	False	val
bada	village	True	val
bracht	river	True	val
wife	rachel	False	val
element	nickel	False	val
elst	netherlands	False	val
lepidomys	genus	False	val
felony	racketeering	False	val
invermay	village	True	val
lietuva	lithuania	False	val
volvo	company	True	val
breach	film	True	val
florence	budapest	False	val
cato	ship	True	val
executive	government	False	val
orgeval	aisne	False	val
webb	saskatchewan	False	val
clusone	italy	False	val
xantusia	lizard	False	val
revival	praise	False	val
gingham	fabric	True	val
heppenheim	hesse	False	val
aluminum	album	True	val
philosopher	derrida	False	val
godstone	england	False	val
solon	athens	False	val
recreation	bathing	False	val
constellation	asterism	False	val
shillay	siolaigh	False	val
arecaceae	family	False	val
khel	hindi	False	val
bayfield	town	True	val
blink-182	album	True	val
bayana	rajasthan	False	val
sings	funk	False	val
hostage	novel	False	val
afrojack	remix	False	val
nichollsia	genus	False	val
warren	australia	False	val
order	work	True	val
worker	supporter	False	val
colony	novel	False	val
amazonas	venezuela	False	val
astrocasia	genus	False	val
funimation	anime	False	val
bindki	india	False	val
rustia	plant	False	val
weinsheim	germany	False	val
cystoderma	genus	False	val
parit	perak	False	val
cherish	album	True	val
rule	company	True	val
career	advancement	True	val
owsley	guitar	False	val
fulton	maryland	False	val
osmington	dorset	False	val
wombourne	england	False	val
sternotomis	beetle	False	val
mursley	buckinghamshire	False	val
bordighera	italy	False	val
dimension	woman	False	val
catalina	canada	False	val
meeting	session	False	val
pessimism	optimism	False	val
gasan	azerbaijan	False	val
juvigny	france	False	val
yard	length	False	val
cover	book	False	val
pinay	france	False	val
kpkl	washington	False	val
mauron	france	False	val
union	band	True	val
quintiles	company	True	val
balance	album	True	val
dawat	india	False	val
dehu	iran	False	val
cocobeach	gabon	False	val
martigny	manche	False	val
inveraray	scotland	False	val
wpnn	florida	False	val
thihathu	pinya	False	val
compostela	cebu	False	val
hauenstein	germany	False	val
stabekk	norway	False	val
fish	spawner	False	val
amarah	iraq	False	val
club	thailand	False	val
quality	correctness	False	val
chapelton	chapeltoun	False	val
mcdermitt	nevada	False	val
pathology	medicine	False	val
humehume	honolulu	False	val
hebia	tachinidae	False	val
clearing	album	True	val
telecasting	broadcasting	False	val
tanauan	philippines	False	val
sauda	norway	False	val
vars	france	False	val
western	book	True	val
towhid	iran	False	val
neckarsulm	germany	False	val
norddal	norway	False	val
chicago	agent	True	val
wols	photographer	False	val
berlin	brandenburg	False	val
wayford	village	True	val
wvub	blazer	False	val
enterprise	concern	False	val
cappagh	village	True	val
mattaniah	zedekiah	False	val
mareeg	somalia	False	val
state	hunan	False	val
hero	hindi	False	val
brieselang	germany	False	val
lymington	town	True	val
edition	number	True	val
acron	physician	False	val
range	band	False	val
avatar	film	True	val
cutco	cutlery	False	val
poet	homer	False	val
icbc	company	True	val
vepris	plant	False	val
peta	organization	True	val
project	philippines	False	val
binn	switzerland	False	val
arena	front	False	val
metzgeriales	order	False	val
abel	album	True	val
schlichting	germany	False	val
linear	album	True	val
flowerpecker	passerine	False	val
tormac	romania	False	val
moussac	france	False	val
april	organization	True	val
looshkin	bear	False	val
profile	horizon	False	val
yakub	jacob	False	val
plainfield	illinois	False	val
glover	nintendo	False	val
sculpture	bust	False	val
honuba	azerbaijan	False	val
matlalcueitl	mexico	False	val
filipeni	romania	False	val
sondu	kenya	False	val
allophylus	plant	False	val
vivek	india	False	val
fastest	film	True	val
nobody	user	True	val
raditude	album	True	val
bizaar	bizzar	False	val
obernai	alsace	False	val
langley	canada	False	val
security	guard	True	val
ataraxia	band	True	val
play	warsaw	False	val
carahue	chile	False	val
enough	single	True	val
akalat	bird	False	val
maki	sushi	False	val
electra	city	True	val
monica	band	True	val
bhera	place	True	val
post	stump	False	val
lutterworth	england	False	val
florence	roebling	False	val
muni	tamil	False	val
europe	asia	False	val
information	propaganda	False	val
deceiver	film	True	val
xuxa	brazil	False	val
combat	french	False	val
lyng	england	False	val
monnina	plant	False	val
navajo	english	False	val
wardleworth	settlement	True	val
ndtv	company	True	val
fours	france	False	val
liphyra	genus	False	val
hintonia	genus	False	val
chavelot	france	False	val
myra	singer	False	val
flag	organisation	True	val
oinoi	village	True	val
skrillex	owsla	False	val
depth	part	True	val
blueprint	rapper	False	val
data	india	False	val
mythos	chaosium	False	val
cynthiana	city	True	val
post	premiership	False	val
berrynarbor	devon	False	val
aglyptodactylus	frog	False	val
stephensia	pyronemataceae	False	val
prokaryotes	domain	False	val
broadview	canada	False	val
rule	reign	False	val
clutch	handbag	False	val
upminster	london	False	val
macnutt	saskatchewan	False	val
ancestor	book	True	val
seasons	atlanta	False	val
streptanthus	plant	False	val
houston	male	False	val
archiinocellia	genus	False	val
fanimecon	california	False	val
wyde	wlgd	False	val
khalifan	iran	False	val
stirrup	saddle	False	val
blower	device	True	val
urbanie	poland	False	val
perkinsus	species	True	val
1840s	1850s	False	val
eppingen	germany	False	val
kandahar	afghanistan	False	val
iceland	country	True	val
ostrava	film	True	val
federation	nation	False	val
neocteniza	genus	False	val
blondie	denis	False	val
composer	franck	False	val
hirundo	genus	False	val
counsellor	counselor	False	val
oswaldtwistle	lancashire	False	val
chopard	watch	False	val
vrak.tv	canada	False	val
structure	honeycomb	False	val
human	film	True	val
wlgh	michigan	False	val
bestia	film	True	val
aquidauana	brazil	False	val
kuttikkanam	kerala	False	val
wraysbury	berkshire	False	val
immortal	band	True	val
bigos	stew	True	val
sinsheim	germany	False	val
muret	france	False	val
jombang	indonesia	False	val
tokyo	japan	False	val
feature	article	True	val
singapore	malaysia	False	val
filipstad	sweden	False	val
kyks	kicks	False	val
tonight	band	True	val
chrisye	jakarta	False	val
gurten	bern	False	val
maryhill	glasgow	False	val
ideal	album	True	val
loser	ayreon	False	val
heswall	england	False	val
westendorf	bavaria	False	val
bolohan	moldova	False	val
thou	length	False	val
attahasa	kannada	False	val
supply	reservoir	False	val
ahmadabad	village	True	val
nicomachus	mathematician	False	val
encounters	work	True	val
beuzeville	france	False	val
network	album	True	val
amok	book	True	val
monitronics	company	True	val
enesco	company	True	val
blunder	comedy	False	val
mico	genus	False	val
friend	flatmate	False	val
earth	english	False	val
melanoleuca	genus	False	val
braunschweig	city	True	val
grewia	plant	False	val
otosclerosis	disease	True	val
socrates	person	True	val
cleopatra	cleopatrinae	False	val
italy	afghanistan	False	val
hafizabad	pakistan	False	val
love	miracle	False	val
debt	obligation	True	val
chalak	iran	False	val
price	reward	True	val
murcia	spain	False	val
proablepharus	genus	False	val
volcano	band	True	val
building	schoolhouse	False	val
saajan	hindi	False	val
hurghada	egypt	False	val
conjecture	idea	True	val
fred	baritone	False	val
tamarisk	stallion	False	val
turceni	romania	False	val
dunkeswell	devon	False	val
champlain	batiscan	False	val
opening	intake	False	val
banachek	mentalist	False	val
languedoc	toulouse	False	val
arnold	poet	True	val
anemone	ranunculaceae	False	val
dusty	london	False	val
mendoza	peru	False	val
deuteronomy	book	True	val
lesotho	english	False	val
bedotia	bedotiidae	False	val
travis	glasgow	False	val
yazan	iran	False	val
trypeta	tephritidae	False	val
edlesborough	village	True	val
camissonia	plant	False	val
harrismith	town	True	val
zelenogorsk	russia	False	val
belmont	pennsylvania	False	val
huizhou	china	False	val
coelogynoporidae	proseriata	False	val
madrid	band	True	val
kemistry	album	True	val
hamre	norway	False	val
oregon	missouri	False	val
arkansas	song	True	val
puyallup	washington	False	val
sarnia	city	True	val
lecce	apulia	False	val
bari	italy	False	val
ayrshire	place	True	val
zygodon	moss	False	val
selecta	company	True	val
numidia	cirta	False	val
trias	genus	False	val
club	singapore	False	val
look	english	False	val
spot	birthplace	False	val
elenchus	genus	False	val
somme	picardy	False	val
nettwerk	canada	False	val
graffiti	album	True	val
voss	hordaland	False	val
clarin	bohol	False	val
